session,rcid,importantvote,date,unres,me,nu,di,hr,co,ec,yes,no,abstain,descr,short,unres_title
40,2829,0,12/5/1985,R/40/83,0,1,1,0,0,0,104,3,41,Establishment of a nuclear-weapon-free zone in South Asia,"DENUCLEARIZATION, SOUTH ASIA","R/40/83DENUCLEARIZATION, SOUTH ASIA"
40,2830,0,12/5/1985,R/40/85,0,1,0,0,0,0,101,19,25,Conclusion of an International convention on the strengthening of the security of non nuclear weapon States against the use or threat of use of nuclear weapons,NON-NUCLEAR STATES,R/40/85NON-NUCLEAR STATES
40,2831,0,12/5/1985,R/40/86,0,1,0,0,0,0,142,0,6,Conclusion of effective International arrangements to assure non nuclear weapon States against the use or threat of use of nuclear weapons,NON-NUCLEAR STATES,R/40/86NON-NUCLEAR STATES
40,2832,0,12/5/1985,R/40/87,0,0,1,0,0,0,151,0,2,Prevention of an arms race In outer space,"ARMS RACE, OUTER SPACE","R/40/87ARMS RACE, OUTER SPACE"
40,2833,0,12/5/1985,R/40/88,0,1,0,0,0,0,120,3,29,Implementation of General Assembly resolution 39/60 on the Immediate cessation and prohibition of nuclear weapon tests,"CESSATION, NUCLEAR TESTING","R/40/88CESSATION, NUCLEAR TESTING"
40,2834,0,12/5/1985,R/40/89A,0,1,1,0,0,0,148,0,6,Implementation of the Declaration on the Denuclearization of Africa,"DENUCLEARIZATION, AFRICA","R/40/89ADENUCLEARIZATION, AFRICA"
40,2835,0,12/5/1985,R/40/89B,0,1,1,0,0,0,135,4,14,"Condemns South Africa's continued pursuit of a nuclear capability and all forms of nuclear collaboration by any State, corporation, institution or individual with the racist regime that enable it to frustrate the objective of the Declaration wh","SOUTH AFRICA, NUCLEAR WEAPONS","R/40/89BSOUTH AFRICA, NUCLEAR WEAPONS"
40,2836,0,12/5/1985,R/40/90,0,1,1,0,0,0,128,1,21,Prohibition of the development and manufacture of new types of weapons of mass destruction and new systems of such weapons,"WEAPONS DEVELOPMENT, MANUFACTURE","R/40/90WEAPONS DEVELOPMENT, MANUFACTURE"
40,2837,0,12/5/1985,R/40/91B,0,0,1,0,0,0,113,13,15,Welcomes the work of the Disarmament Commission on the identification and elaboration of a set of principles that should govern further action of States in the field of the freezing and reduction of military budgets,MILITARY BUDGET REDUCTIONS,R/40/91BMILITARY BUDGET REDUCTIONS
40,2838,0,12/5/1985,R/40/92A,0,0,1,0,0,0,93,15,41,Prohibition of chemical and bacteriological weapons,"CHEMICAL, BIOLOGICAL WEAPONS","R/40/92ACHEMICAL, BIOLOGICAL WEAPONS"
40,2839,1,12/5/1985,R/40/92C,0,0,1,0,0,0,112,16,22,Chemical and bacteriological (biological) weapons,"CHEMICAL, BIOLOGICAL WEAPONS","R/40/92CCHEMICAL, BIOLOGICAL WEAPONS"
40,2840,0,12/5/1985,R/40/93,1,1,1,0,0,0,101,1,48,"Calls upon Israel to become party to the Treaty on the Non-Proliferation of Nuclear Weapons to accede to it without further delay, and not to develop, produce, test or otherwise acquire nuclear weapons and to renounce possession of nuclear weap","NUCLEAR PROLIFERATION, MIDDLE EAST","R/40/93NUCLEAR PROLIFERATION, MIDDLE EAST"
40,2841,0,12/5/1985,R/40/94A,0,0,1,0,0,0,128,0,8,Conventional disarmament an a regional scale,"DISARMAMENT, CONVENTIONAL","R/40/94ADISARMAMENT, CONVENTIONAL"
40,2842,0,12/5/1985,R/40/94F,0,0,1,0,0,0,146,1,3,Study on the naval arms race,NAVAL ARMS RACE,R/40/94FNAVAL ARMS RACE
40,2843,0,12/5/1985,R/40/94G,0,1,0,0,0,0,145,1,7,Prohibition of the production of fissionable material for weapons purposes,FISSIONABLE MATERIALS,R/40/94GFISSIONABLE MATERIALS
40,2844,0,12/5/1985,R/40/94H,0,1,1,0,0,0,120,17,10,Nuclear weapon freeze,"FREEZE, NUCLEAR WEAPONS","R/40/94HFREEZE, NUCLEAR WEAPONS"
40,2845,0,12/5/1985,R/40/94I,0,0,1,0,0,0,71,19,59,Curbing the naval arms race: limitation and reduction of naval armaments and extension of confidence building measures to seas and oceans,NAVAL ARMS RACE,R/40/94INAVAL ARMS RACE
40,2846,0,12/5/1985,R/40/94K,0,0,1,0,0,0,107,13,16,Encourages Member States to ensure a better flow of information with regard to the various aspects of disarmament to avoid dissemination of false and tendentious information concerning armaments and to concentrate on the danger of escalation of,"MILITARY MATTERS, INFORMATION","R/40/94KMILITARY MATTERS, INFORMATION"
40,2847,0,12/5/1985,R/40/94L,0,0,1,0,0,0,131,0,16,General and complete disarmament : compliance with arms limitation and disarmament agreements,DISARMAMENT: ARMS LIMITATION,R/40/94LDISARMAMENT: ARMS LIMITATION
40,2848,0,12/5/1985,R/40/94M,0,1,1,0,0,0,138,0,11,3rd Review Conference of the Parties to the Treaty on the Non Proliferation of Nuclear Weapons,NUCLEAR NON-PROLIFERATION,R/40/94MNUCLEAR NON-PROLIFERATION
40,2849,0,12/5/1985,R/40/94N,0,0,1,0,0,0,99,0,53,Disarmament and the maintenance of International peace and security,"DISARMAMENT, INTERNATIONAL SECURITY","R/40/94NDISARMAMENT, INTERNATIONAL SECURITY"
40,2850,0,12/5/1985,R/40/96A,1,0,0,1,0,0,128,2,22,Implementation of the recommendations of the Committee on the Exercise of the Inalienable Rights of the Palestinian People In A/40/35,"PALESTINE, RIGHTS COMMITTEE","R/40/96APALESTINE, RIGHTS COMMITTEE"
40,2851,0,12/5/1985,R/40/96B,1,0,0,1,0,0,129,3,20,Work programme of the Division for Palestinian Rights,"PALESTINE, RIGHTS COMMITTEE","R/40/96BPALESTINE, RIGHTS COMMITTEE"
40,2852,0,12/5/1985,R/40/96C,1,0,0,0,0,0,131,3,18,Requests the Department of Public Information of the Secretariat to assist in the worldwide dissemination of 'accurate and comprehensive information' in support for the inalienable rights of the Palestinian people',"PALESTINE, INFORMATION","R/40/96CPALESTINE, INFORMATION"
40,2853,0,12/5/1985,R/40/96D,1,0,0,0,0,0,107,3,41,"Calls for the convening of the International Peace Conference on the Middle East, under the auspices of the United Nations, with the participation of all parties to the conflict, including the Palestine Liberation Organization, on an equal foot",MIDDLE EAST PEACE CONFERENCE,R/40/96DMIDDLE EAST PEACE CONFERENCE
40,2854,0,12/6/1985,R/40/97A,0,0,0,0,1,0,131,0,23,Situation In Namibia resulting from the Illegal occupation of the territory by South Africa,"NAMIBIA, OCCUPATION","R/40/97ANAMIBIA, OCCUPATION"
40,2855,1,12/6/1985,R/40/97B,0,0,0,0,0,0,130,0,25,Implementation of Security Council resolution 435 (1978),"NAMIBIA, S.C. 435","R/40/97BNAMIBIA, S.C. 435"
40,2856,0,12/6/1985,R/40/97C,0,0,0,0,0,0,147,0,6,Programme of work of the UN Council for Namibia,"NAMIBIA, U.N. COUNCIL","R/40/97CNAMIBIA, U.N. COUNCIL"
40,2857,0,12/6/1985,R/40/97D,0,0,0,0,0,0,132,0,23,Dissemination of Information and mobilization of International public opinion In support of Namibia,"NAMIBIA, INFORMATION","R/40/97DNAMIBIA, INFORMATION"
40,2858,0,12/6/1985,R/40/97E,0,0,0,0,0,0,148,0,6,LIN Fund for Namibia,"NAMIBIA, LIN FUND","R/40/97ENAMIBIA, LIN FUND"
40,2859,0,12/6/1985,R/40/97F,0,0,0,0,0,0,148,0,6,Special session of the General Assembly on the question of Namibia,"NAMIBIA, SPECIAL SESSION","R/40/97FNAMIBIA, SPECIAL SESSION"
40,2860,0,12/6/1985,R/40/100,0,0,0,0,0,1,127,1,24,"Notes with deep concern the continuing deterioration of the economic and social situation of the world, in particular in the developing countries, whose position has been further worsened by sharp fluctuations in exchange rates, high real rates",WORLD SOCIAL SITUATION,R/40/100WORLD SOCIAL SITUATION
40,2861,0,12/6/1985,R/40/111,0,0,0,1,0,1,127,9,16,Human rights and use of scientific and technological developments,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY","R/40/111HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
40,2862,0,12/6/1985,R/40/112,0,0,0,1,0,1,131,0,22,Human rights and scientific and technological developments,"HUMAN RIGHTS, SCIENCE, TECHNOLOGY","R/40/112HUMAN RIGHTS, SCIENCE, TECHNOLOGY"
40,2863,0,12/6/1985,R/40/114,0,0,0,1,0,1,134,1,19,"Indivisibility and Independence of economic, social, cultural, civil and political rights","SOCIAL, ECONOMIC, POLITICAL RIGHTS","R/40/114SOCIAL, ECONOMIC, POLITICAL RIGHTS"
40,2864,0,12/6/1985,R/40/124,0,0,0,1,0,0,130,1,22,Alternative approaches and ways and means within the UN System for Improving the effective enjoyment of human rights and fundamental freedoms,"HUMAN RIGHTS, U.N. SYSTEM","R/40/124HUMAN RIGHTS, U.N. SYSTEM"
40,2865,1,12/6/1985,R/40/137,0,0,0,1,0,0,80,22,40,Question of human rights and fundamental freedom In Afghanistan,"HUMAN RIGHTS, AFGHANISTAN","R/40/137HUMAN RIGHTS, AFGHANISTAN"
40,2866,0,12/6/1985,R/40/139,0,0,0,1,0,0,100,2,42,Situation of human rights and fundamental freedoms In El Salvador,"HUMAN RIGHTS, EL SALVADOR","R/40/139HUMAN RIGHTS, EL SALVADOR"
40,2867,0,12/6/1985,R/40/140,0,0,0,1,0,0,91,8,47,Situation of human rights and fundamental freedoms In Guatemala,"HUMAN RIGHTS, GUATEMALA","R/40/140HUMAN RIGHTS, GUATEMALA"
40,2868,1,12/6/1985,R/40/141,0,0,0,1,0,0,55,30,45,Situation of human rights In the Islamic Republic of Iran,"HUMAN RIGHTS, IRAN","R/40/141HUMAN RIGHTS, IRAN"
40,2869,0,12/6/1985,R/40/145,0,0,0,1,0,0,86,11,47,Situation of human rights and fundamental freedoms In Chile,"HUMAN RIGHTS, CHILE","R/40/145HUMAN RIGHTS, CHILE"
40,2870,0,12/6/1985,R/40/148,0,0,0,0,0,0,121,2,27,"Measures to be taken against Nazi, Fascist and 116th neo Fascist activities and all other forms of totalitarian Ideologies and practices based on racial Intolerance, hatred and terror","NEO-FASCISM, NAZISM","R/40/148NEO-FASCISM, NAZISM"
40,2871,0,12/2/1985,R/40/150,0,0,1,0,0,1,139,1,7,Economic and social consequences of the armaments race and Its extremely harmful effects on world peace and security,"ARMS RACE, ECONOMIC, SOCIAL ISSUES","R/40/150ARMS RACE, ECONOMIC, SOCIAL ISSUES"
40,2872,0,12/2/1985,R/40/151A,0,0,1,0,0,0,123,1,23,Disarmament and International security,"DISARMAMENT, INTERNATIONAL SECURITY","R/40/151ADISARMAMENT, INTERNATIONAL SECURITY"
40,2873,0,12/2/1985,R/40/151B,0,0,1,0,0,0,139,0,11,World Disarmament Campaign: actions and activities,WORLD DISARMAMENT CAMPAIGN,R/40/151BWORLD DISARMAMENT CAMPAIGN
40,2874,0,12/2/1985,R/40/151C,0,1,1,0,0,0,131,10,8,Nuclear weapon freeze,"FREEZE, NUCLEAR WEAPONS","R/40/151CFREEZE, NUCLEAR WEAPONS"
40,2875,0,12/2/1985,R/40/151D,0,0,1,0,0,0,114,0,34,World Disarmament Campaign: actions and activities,WORLD DISARMAMENT CAMPAIGN,R/40/151DWORLD DISARMAMENT CAMPAIGN
40,2876,0,12/2/1985,R/40/151E,0,1,1,0,0,0,126,12,10,Nuclear weapon freeze,"FREEZE, NUCLEAR WEAPONS","R/40/151EFREEZE, NUCLEAR WEAPONS"
40,2877,0,12/2/1985,R/40/151F,0,1,1,0,0,0,126,17,6,Convention on the Prohibition of the Use of Nuclear Weapons,NUCLEAR NON-USE,R/40/151FNUCLEAR NON-USE
40,2878,0,12/2/1985,R/40/151H,0,0,1,0,0,0,147,1,1,LIN programmes of fellowships on disarmament,"DISARMAMENT, FELLOWSHIPS","R/40/151HDISARMAMENT, FELLOWSHIPS"
40,2879,0,12/2/1985,R/40/152A,0,1,1,0,0,0,124,19,7,"Requests the Conference on Disarmament to commence negotiations on the item Prevention of nuclear war of its agenda and to consider, inter#alia, the elaboration of an international instrument of a legally binding character laying down the oblig",NUCLEAR NON-USE,R/40/152ANUCLEAR NON-USE
40,2880,0,12/2/1985,R/40/152B,0,1,1,0,0,0,107,0,40,Bilateral nuclear?arms and space?arms negotiations,BILATERAL ARMS RACE,R/40/152BBILATERAL ARMS RACE
40,2881,0,12/2/1985,R/40/152C,0,1,1,0,0,0,117,19,11,Review of the implementation of the recommendations and decisions adopted by the General Assembly at its 10th special session,NUCLEAR WEAPONS,R/40/152CNUCLEAR WEAPONS
40,2882,0,12/2/1985,R/40/152E,0,0,1,0,0,0,130,0,22,Disarmament Week,DISARMAMENT WEEK,R/40/152EDISARMAMENT WEEK
40,2883,0,12/2/1985,R/40/152G,0,1,0,0,0,0,140,1,11,"Climatic effects of nuclear war, Including nuclear winter","NUCLEAR WAR, CLIMACTIC EFFECTS","R/40/152GNUCLEAR WAR, CLIMACTIC EFFECTS"
40,2884,0,12/2/1985,R/40/152H,0,1,1,0,0,0,71,11,64,Prohibition of the nuclear neutron weapon,"DISARMAMENT, NEUTRON WEAPONS","R/40/152HDISARMAMENT, NEUTRON WEAPONS"
40,2885,0,12/2/1985,R/40/152I,0,0,1,0,0,0,109,18,17,International cooperation for disarmament,"DISARMAMENT, COOPERATION","R/40/152IDISARMAMENT, COOPERATION"
40,2886,0,12/2/1985,R/40/152J,0,0,1,0,0,0,128,0,20,Implementation of the recommendations and decisions of the 10th special session,"DISARMAMENT, 10TH SPECIAL SESSION","R/40/152JDISARMAMENT, 10TH SPECIAL SESSION"
40,2887,0,12/2/1985,R/40/152M,0,0,1,0,0,0,133,2,18,Report of the Conference on Disarmament,"DISARMAMENT, CONFERENCE","R/40/152MDISARMAMENT, CONFERENCE"
40,2888,0,12/2/1985,R/40/152N,0,0,1,0,0,0,135,13,5,Implementation of the recommendations and decisions of the 10th special session,"DISARMAMENT, 10TH SPECIAL SESSION","R/40/152NDISARMAMENT, 10TH SPECIAL SESSION"
40,2889,0,12/2/1985,R/40/152P,0,1,1,0,0,0,131,15,7,Cessation of the nuclear arms race and nuclear disarmament and prevention of nuclear war,"CESSATION, ARMS RACE","R/40/152PCESSATION, ARMS RACE"
40,2890,0,12/2/1985,R/40/152Q,0,1,0,0,0,0,135,3,14,Prevention of nuclear war,"NUCLEAR WAR, PREVENTION","R/40/152QNUCLEAR WAR, PREVENTION"
40,2891,0,12/2/1985,R/40/156A,0,0,0,0,0,0,96,0,11,Study on the question of Antarctica,ANTARCTICA,R/40/156AANTARCTICA
40,2892,0,12/2/1985,R/40/156B,0,0,0,0,0,1,92,0,14,Antarctic mineral resources,"ANTARCTICA, MINERAL RESOURCES","R/40/156BANTARCTICA, MINERAL RESOURCES"
40,2893,0,12/2/1985,R/40/156C,0,0,0,0,0,0,100,0,12,Expresses concern with South Africa's participation in the Antarctica Treaty System,"ANTARCTICA, SOUTH AFRICA","R/40/156CANTARCTICA, SOUTH AFRICA"
40,2894,0,12/2/1985,R/40/158,0,0,0,0,0,0,127,0,26,Review of the Implementation of the Declaration on the Strengthening of International Security,"INTERNATIONAL PEACE, SECURITY","R/40/158INTERNATIONAL PEACE, SECURITY"
40,2895,0,12/2/1985,R/40/159,0,0,0,0,0,0,114,21,16,Implementation of the collective security provisions of the Charter of the UN for the maintenance of International peace and security,"INTERNATIONAL PEACE, SECURITY","R/40/159INTERNATIONAL PEACE, SECURITY"
40,2896,0,12/2/1985,R/40/161A,1,0,0,0,0,0,95,2,37,Arbitrary detention of Palestinians In the occupied territories,"PALESTINE, DETENTIONS","R/40/161APALESTINE, DETENTIONS"
40,2897,0,12/2/1985,R/40/161B,1,0,0,1,0,0,137,1,6,"Applicability of the Geneva Convention relative to the Protection of Civilian Persons In Tine of War (12 Aug. 1949), to the territories occupied by Israel","ISRAEL, GENEVA CONVENTION","R/40/161BISRAEL, GENEVA CONVENTION"
40,2898,0,12/2/1985,R/40/161C,1,0,0,0,0,0,138,1,6,"Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories","PALESTINE, LEGAL STATUS","R/40/161CPALESTINE, LEGAL STATUS"
40,2899,0,12/2/1985,R/40/161D,1,0,0,1,1,0,109,2,34,Violation of a human rights of the civilian population of the territories occupied by Israel,"HUMAN RIGHTS, OCCUPIED TERRITORIES","R/40/161DHUMAN RIGHTS, OCCUPIED TERRITORIES"
40,2900,0,12/2/1985,R/40/161E,1,0,0,0,0,0,126,1,19,"Demands that the Government of Israel, the occupying Power, rescind the illegal measures taken by the Israeli military occupation authorities in expelling the Mayor of Halhul, the Sharia Judge of Hebron and, in 1985, other Palestinians and that","PALESTINE, LEADERS","R/40/161EPALESTINE, LEADERS"
40,2901,0,12/2/1985,R/40/161F,1,0,0,0,0,0,136,1,10,Affirms the illegality of Israel's occupation and transformation of the Golan heights,"ISRAEL, GOLAN HEIGHTS","R/40/161FISRAEL, GOLAN HEIGHTS"
40,2902,0,12/2/1985,R/40/161G,1,0,0,0,0,0,113,2,31,Israeli actions against Palestinian educational institutions,"ISRAEL, PALESTINIAN STUDENTS","R/40/161GISRAEL, PALESTINIAN STUDENTS"
40,2903,0,12/2/1985,R/40/164A,0,0,0,0,0,0,121,19,8,Report of the Committee an Information,INFORMATION COMMITTEE,R/40/164AINFORMATION COMMITTEE
40,2904,0,12/2/1985,R/40/164B,0,0,0,0,0,0,122,16,9,Report of the Director-General of Unesco,UNESCO,R/40/164BUNESCO
40,2905,0,12/2/1985,R/40/165A,1,0,0,0,0,0,149,0,1,"Urges all Member States to extend and expedite aid and assistance to the relief agency. Notes with regret that repatriation or compensation of the refugees, as provided for in paragraph 11 of its resolution 194 (III), has not yet been effected","PALESTINE, ASSISTANCE","R/40/165APALESTINE, ASSISTANCE"
40,2906,0,12/2/1985,R/40/165D,1,0,0,0,0,0,147,0,1,Offers by Member States of grants and scholarships for higher education.Including vocational training. for Palestine refugees,"PALESTINE, GRANTS AND SCHOLARSHIPS","R/40/165DPALESTINE, GRANTS AND SCHOLARSHIPS"
40,2907,0,12/2/1985,R/40/165E,1,0,0,0,0,0,146,2,2,Palestine refugees In the Gaza Strip,"GAZA STRIP, REFUGEES","R/40/165EGAZA STRIP, REFUGEES"
40,2908,0,12/2/1985,R/40/165F,1,0,0,0,0,0,127,20,4,"Calls upon all Governments, as a matter of urgency, to make the most generous efforts possible to meet the anticipated needs of the the United Nations Relief and Works Agency for Palestine Refugees in the Near East","PALESTINE, REFUGEES, RELIEF","R/40/165FPALESTINE, REFUGEES, RELIEF"
40,2909,0,12/2/1985,R/40/165G,1,0,0,0,0,0,127,2,23,"Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity","PALESTINE, REFUGEES, RETURN","R/40/165GPALESTINE, REFUGEES, RETURN"
40,2910,0,12/2/1985,R/40/165H,1,0,0,0,0,0,122,2,26,"Reaffirms that the Palestine Arab refugees are entitled to their property and to the income derived therefrom, in conformity with the principles of justice and equity","PALESTINE, REFUGEES, PROPERTIES","R/40/165HPALESTINE, REFUGEES, PROPERTIES"
40,2911,0,12/2/1985,R/40/165I,1,0,0,0,0,0,116,2,33,Protection of Palestinian students and educational institutions and safeguarding of the security of the facilities of the UN Relief and Works Agency for Palestine Refugees in the Near East in the occupied Palestinian territory,"PALESTINE, REFUGEES, PROTECTION","R/40/165IPALESTINE, REFUGEES, PROTECTION"
40,2912,0,12/2/1985,R/40/165J,1,0,0,0,0,0,146,2,2,"Calls upon Israel to abandon its plans and to refrain from the removal, and from any action that may lead to the removal and resettlement, of Palestine refugees in the West Bank and from the destruction of their camps;.","WEST BANK, REFUGEES","R/40/165JWEST BANK, REFUGEES"
40,2913,0,12/2/1985,R/40/165K,1,0,0,0,0,0,149,2,1,"Emphasizes the need for strengthening the educational system in the Palestinian territory occupied by Israel since 5 June 1967, including Jerusalem, and specifically the need for the establishment of the proposed university and Requests the Sec","JERUSALEM, UNIVERSITY","R/40/165KJERUSALEM, UNIVERSITY"
40,2914,0,12/2/1985,R/40/167,1,0,0,0,0,0,150,1,0,Israel's decision to build a canal linking the Mediterranean sea to the Dead sea,"ISRAEL, CANAL PROJECT","R/40/167ISRAEL, CANAL PROJECT"
40,2915,1,12/2/1985,R/40/168A,1,0,0,0,0,0,99,19,30,"Declares that peace in the Middle East is indivisible and must be based on a comprehensive, just and lasting solution of the Middle East problem, under the auspices of the United Nations and on the basis of its relevant resolutions, which ensur",MIDDLE EAST PEACE CONDITIONS,R/40/168AMIDDLE EAST PEACE CONDITIONS
40,2916,0,12/2/1985,R/40/168B,1,0,0,0,1,0,86,22,38,"Illegality of Israeli measures threatening the legal status, geographical nature and demographic composition of the occupied territories","ISRAEL, OCCUPIED TERRITORIES","R/40/168BISRAEL, OCCUPIED TERRITORIES"
40,2917,0,12/2/1985,R/40/168C,1,0,0,0,0,0,138,2,9,"Determines that all legislative and administrative measures and actions taken by Israel, the occupying Power, which have altered or purported to alter the character and status of the Holy City of Jerusalem, in particular the so-called Basic Law",JERUSALEM,R/40/168CJERUSALEM
40,2918,0,12/3/1985,R/40/169,1,0,0,0,0,1,139,2,7,Economic development projects In the occupied Palestinian territories,"PALESTINE, ECONOMIC PROJECTS","R/40/169PALESTINE, ECONOMIC PROJECTS"
40,2919,0,12/3/1985,R/40/170,1,0,0,0,0,1,145,2,1,"Requests the relevant programmes, organizations, agencies, funds and organs of the United Nations system to intensify their efforts, in co-operation with the Palestine Liberation Organization, to provide economic and social assistance to the Pa","PALESTINE, ASSISTANCE","R/40/170PALESTINE, ASSISTANCE"
40,2920,0,12/3/1985,R/40/173,0,0,0,0,0,1,96,19,28,International economic security,INTERNATIONAL ECONOMIC SECURITY,R/40/173INTERNATIONAL ECONOMIC SECURITY
40,2921,0,12/3/1985,R/40/182,0,0,0,0,0,1,134,1,19,Charter of Economic Rights and Duties of States,ECONOMIC RIGHTS AND DUTIES,R/40/182ECONOMIC RIGHTS AND DUTIES
40,2922,0,12/3/1985,R/40/183,0,0,0,0,0,1,152,0,1,Specific action related to the particular needs and problems of land locked developing countries,LAND-LOCKED COUNTRIES,R/40/183LAND-LOCKED COUNTRIES
40,2923,0,12/3/1985,R/40/185,0,0,0,0,0,1,128,19,7,Economic measures as a means of political and economic coercion against developing countries,"ECONOMICS, DEVELOPING COUNTRIES","R/40/185ECONOMICS, DEVELOPING COUNTRIES"
40,2924,1,12/3/1985,R/40/188,0,0,0,0,0,1,91,6,49,Regrets the unilateral trade embargo and other measures imposed against Nicaragua and requests that those measures be immediately revoked,"NICARAGUA, EMBARGO","R/40/188NICARAGUA, EMBARGO"
40,2925,0,12/3/1985,R/40/191,0,0,0,0,0,0,152,1,0,Reverse transfer of technology,TECHNOLOGY TRANSFER,R/40/191TECHNOLOGY TRANSFER
40,2926,0,12/3/1985,R/40/197,0,0,0,0,0,0,132,0,23,"Requests the Secretary-General, in co-operation with the Executive Director of the United Nations Environment Programme, to continue his efforts with the countries responsible for planting the mines and the affected developing countries in orde",REMNANTS OF WAR,R/40/197REMNANTS OF WAR
40,2927,0,12/3/1985,R/40/200,0,0,0,0,0,0,149,0,6,International co?operation In the field of the environment,ENVIRONMENTAL COOPERATION,R/40/200ENVIRONMENTAL COOPERATION
40,2928,0,12/3/1985,R/40/201,1,0,0,0,0,0,153,2,1,Living conditions of the Palestinian people In the occupied Palestinian territories,"PALESTINE, LIVING CONDITIONS","R/40/201PALESTINE, LIVING CONDITIONS"
40,2929,0,12/3/1985,R/40/207,0,0,0,0,0,1,141,1,13,Long?term trends In economic development,"ECONOMIC DEVELOPMENT, LONG-TERM","R/40/207ECONOMIC DEVELOPMENT, LONG-TERM"
40,2930,0,12/4/1985,R/40/239,0,0,0,0,0,0,125,12,10,Programme budget for the biennium 1984-1985,"BUDGET, 1984-1985","R/40/239BUDGET, 1984-1985"
40,2931,0,12/4/1985,R/40/241B,0,0,0,0,0,0,132,12,2,Solutions to the UN financial difficulties,U.N. FINANCIAL DIFFICULTIES,R/40/241BU.N. FINANCIAL DIFFICULTIES
40,2932,0,12/4/1985,R/40/243I,0,0,0,0,0,0,131,1,17,Pattern of conferences. - UN--CALENDAR OF MEETINGS (1985-1986) -,UN AGENDA: CONFERENCES,R/40/243IUN AGENDA: CONFERENCES
40,2933,0,12/4/1985,R/40/246A,1,0,0,0,0,0,125,15,4,Appropriations and apportionments for the financing of UN Interim Force In Lebanon,"LEBANON, INTERM FORCE","R/40/246ALEBANON, INTERM FORCE"
40,2934,0,12/4/1985,R/40/246B,1,0,0,0,0,0,123,14,5,Suspension of UN Financial Regulations In respect of LIN Interim Force In Lebanon,"LEBANON, INTERM FORCE","R/40/246BLEBANON, INTERM FORCE"
40,2935,0,12/4/1985,R/40/247,0,0,0,0,0,0,121,14,7,Review of to rates of reimbursement to the Governments of troop contributing states,TROOP REIMBURSEMENT,R/40/247TROOP REIMBURSEMENT
40,2936,0,12/4/1985,R/40/248,0,0,0,0,0,0,109,15,27,Scale of assessments for the apportionment of the expenses of the UN,SCALE OF ASSESSMENTS,R/40/248SCALE OF ASSESSMENTS
40,2937,0,12/4/1985,R/40/252,0,0,0,0,0,0,135,2,11,"UN Office in Nairobi, Proposed programme budget for the biennium 1986-1987",UN OFFICE IN NAIROBI,R/40/252UN OFFICE IN NAIROBI
40,2938,1,12/4/1985,R/40/253A,0,0,0,0,0,0,126,10,11,Budget appropriations for the biennium 1986 1987,"BUDGET, 1986-1987","R/40/253ABUDGET, 1986-1987"
40,2939,0,12/4/1985,R/40/253B,0,0,0,0,0,0,136,10,0,Income estimates for the biennium 1986 1987,"BUDGET, 1986-1987","R/40/253BBUDGET, 1986-1987"
40,2940,0,12/4/1985,R/40/253C,0,0,0,0,0,0,125,11,11,Financing of appropriations for the year 1986,"APPROPRIATIONS, 1986","R/40/253CAPPROPRIATIONS, 1986"
40,2941,0,12/4/1985,R/40/254,0,0,0,0,0,0,139,8,0,Unforeseen and extraordinary expenses for the biennium 1986 1987,"UNFORESEEN EXPENSES, 1986-1987","R/40/254UNFORESEEN EXPENSES, 1986-1987"
40,2942,0,12/4/1985,R/40/255,0,0,0,0,0,0,124,11,13,Working Capital Fund for the biennium 1986 1987,WORKING CAPITAL FUND,R/40/255WORKING CAPITAL FUND
40,2943,0,12/4/1985,R/40/257A,0,0,0,0,0,0,121,11,15,"International Court of Justice, Emoluments","ICJ, EMOLUMENTS","R/40/257AICJ, EMOLUMENTS"
40,2944,0,12/4/1985,R/40/257B,0,0,0,0,0,0,121,11,15,International Court of Justice. Pension scheme,"ICJ, PENSION SCHEME","R/40/257BICJ, PENSION SCHEME"
40,2945,0,12/4/1985,R/40/257C,0,0,0,0,0,0,121,11,15,"International Court of Justice, Conditions of service","ICJ, CONDITIONS OF SERVICE","R/40/257CICJ, CONDITIONS OF SERVICE"
41,2947,0,10/6/1986,R/41/4,0,0,0,0,0,0,106,2,1,Cooperation between UN and the League of Arab States,"U.N., LEAGUE OF ARAB STATES","R/41/4U.N., LEAGUE OF ARAB STATES"
41,2948,1,10/3/1986,R/41/6,0,0,0,0,0,0,115,21,13,The situation in Kampuchea,KAMPUCHEA,R/41/6KAMPUCHEA
41,2949,0,10/6/1986,R/41/10,0,0,0,1,0,0,104,0,33,Right of peoples to peace,RIGHT TO PEACE,R/41/10RIGHT TO PEACE
41,2950,0,10/2/1986,R/41/11,0,0,0,0,0,0,124,1,8,Declaration of a zone of peace and cooperation of the South Atlantic,"SOUTH ATLANTIC, ZONE OF PEACE","R/41/11SOUTH ATLANTIC, ZONE OF PEACE"
41,2951,0,10/3/1986,R/41/12,1,1,1,0,0,0,86,5,55,"Armed Israeli aggression against the Iraqi nuclear installation and its grave consequences for the established international system concerning the peaceful uses of nuclear energy, the non proliferation of nuclear weapons and international peace","IRAQ, ISRAELI AGGRESSION","R/41/12IRAQ, ISRAELI AGGRESSION"
